ID	pLDDT_mean	pTM	ipTM	ranking_score	model_cif
WWF08436	0.87	0.86	0.86	0.921	structures/output/WWF08436/WWF08436_model.cif
WWF08440	0.86	0.85	0.85	0.913	structures/output/WWF08440/WWF08440_model.cif
WWF08441	0.91	0.9	0.9	0.93	structures/output/WWF08441/WWF08441_model.cif
WWF08442	0.86	0.8	0.8	0.856	structures/output/WWF08442/WWF08442_model.cif
WWF08451	0.75	0.74	0.74	0.832	structures/output/WWF08451/WWF08451_model.cif
WWF08462	0.77	0.6	0.6	0.786	structures/output/WWF08462/WWF08462_model.cif
WWF08468	0.76	0.74	0.74	0.78	structures/output/WWF08468/WWF08468_model.cif
WWF08469	0.89	0.86	0.86	0.919	structures/output/WWF08469/WWF08469_model.cif
WWF08475	0.96	0.96	0.96	0.958	structures/output/WWF08475/WWF08475_model.cif
WWF08476	0.75	0.6	0.6	0.705	structures/output/WWF08476/WWF08476_model.cif
WWF08478	0.89	0.88	0.88	0.895	structures/output/WWF08478/WWF08478_model.cif
WWF08480	0.81	0.75	0.75	0.838	structures/output/WWF08480/WWF08480_model.cif
WWF08481	0.75	0.59	0.59	0.669	structures/output/WWF08481/WWF08481_model.cif
WWF08483	0.71	0.6	0.6	0.688	structures/output/WWF08483/WWF08483_model.cif
WWF08494	0.68	0.58	0.58	0.729	structures/output/WWF08494/WWF08494_model.cif
WWF08495	0.6	0.39	0.39	0.648	structures/output/WWF08495/WWF08495_model.cif
WWF08501	0.87	0.9	0.9	0.927	structures/output/WWF08501/WWF08501_model.cif
WWF08508	0.87	0.86	0.86	0.917	structures/output/WWF08508/WWF08508_model.cif
WWF08509	0.8	0.8	0.8	0.88	structures/output/WWF08509/WWF08509_model.cif
WWF08510	0.78	0.69	0.69	0.781	structures/output/WWF08510/WWF08510_model.cif
WWF08512	0.8	0.8	0.8	0.869	structures/output/WWF08512/WWF08512_model.cif
WWF08525	0.88	0.9	0.9	0.94	structures/output/WWF08525/WWF08525_model.cif
WWF08526	0.87	0.87	0.87	0.925	structures/output/WWF08526/WWF08526_model.cif
WWF08527	0.87	0.86	0.86	0.907	structures/output/WWF08527/WWF08527_model.cif
WWF08529	0.77	0.65	0.65	0.796	structures/output/WWF08529/WWF08529_model.cif
WWF08531	0.84	0.84	0.84	0.872	structures/output/WWF08531/WWF08531_model.cif
WWF08533	0.88	0.83	0.83	0.897	structures/output/WWF08533/WWF08533_model.cif
WWF08534	0.88	0.88	0.88	0.916	structures/output/WWF08534/WWF08534_model.cif
WWF08535	0.87	0.86	0.86	0.9	structures/output/WWF08535/WWF08535_model.cif
WWF08536	0.9	0.91	0.91	0.932	structures/output/WWF08536/WWF08536_model.cif
WWF08537	0.79	0.76	0.76	0.8	structures/output/WWF08537/WWF08537_model.cif
WWF08542	0.83	0.79	0.79	0.867	structures/output/WWF08542/WWF08542_model.cif
WWF08543	0.83	0.79	0.79	0.803	structures/output/WWF08543/WWF08543_model.cif
WWF08547	0.82	0.76	0.76	0.852	structures/output/WWF08547/WWF08547_model.cif
WWF08551	0.68	0.65	0.65	0.765	structures/output/WWF08551/WWF08551_model.cif
WWF08566	0.78	0.6	0.6	0.701	structures/output/WWF08566/WWF08566_model.cif
WWF08574	0.82	0.81	0.81	0.889	structures/output/WWF08574/WWF08574_model.cif
WWF08577	0.78	0.61	0.61	0.653	structures/output/WWF08577/WWF08577_model.cif
WWF08578	0.79	0.79	0.79	0.861	structures/output/WWF08578/WWF08578_model.cif
WWF08592	0.81	0.85	0.85	0.882	structures/output/WWF08592/WWF08592_model.cif
WWF08598	0.86	0.84	0.84	0.887	structures/output/WWF08598/WWF08598_model.cif
WWF08604	0.81	0.7	0.7	0.795	structures/output/WWF08604/WWF08604_model.cif
WWF08607	0.89	0.91	0.91	0.943	structures/output/WWF08607/WWF08607_model.cif
WWF08618	0.79	0.71	0.71	0.75	structures/output/WWF08618/WWF08618_model.cif
WWF08619	0.74	0.73	0.73	0.84	structures/output/WWF08619/WWF08619_model.cif
WWF08635	0.8	0.82	0.82	0.893	structures/output/WWF08635/WWF08635_model.cif
WWF08638	0.83	0.78	0.78	0.775	structures/output/WWF08638/WWF08638_model.cif
WWF08641	0.76	0.68	0.68	0.748	structures/output/WWF08641/WWF08641_model.cif
WWF08643	0.78	0.8	0.8	0.872	structures/output/WWF08643/WWF08643_model.cif
WWF08644	0.84	0.86	0.86	0.881	structures/output/WWF08644/WWF08644_model.cif
WWF08646	0.87	0.85	0.85	0.879	structures/output/WWF08646/WWF08646_model.cif
WWF08649	0.81	0.8	0.8	0.886	structures/output/WWF08649/WWF08649_model.cif
WWF08650	0.73	0.69	0.69	0.826	structures/output/WWF08650/WWF08650_model.cif
WWF08651	0.81	0.8	0.8	0.899	structures/output/WWF08651/WWF08651_model.cif
WWF08657	0.71	0.68	0.68	0.792	structures/output/WWF08657/WWF08657_model.cif
WWF08658	0.89	0.88	0.88	0.954	structures/output/WWF08658/WWF08658_model.cif
WWF08660	0.74	0.69	0.69	0.848	structures/output/WWF08660/WWF08660_model.cif
WWF08673	0.78	0.78	0.78	0.864	structures/output/WWF08673/WWF08673_model.cif
WWF08680	0.92	0.89	0.89	0.892	structures/output/WWF08680/WWF08680_model.cif
WWF08682	0.89	0.84	0.84	0.839	structures/output/WWF08682/WWF08682_model.cif
WWF08685	0.77	0.76	0.76	0.842	structures/output/WWF08685/WWF08685_model.cif
WWF08686	0.86	0.84	0.84	0.898	structures/output/WWF08686/WWF08686_model.cif
WWF08687	0.79	0.81	0.81	0.897	structures/output/WWF08687/WWF08687_model.cif
WWF08688	0.79	0.55	0.55	0.592	structures/output/WWF08688/WWF08688_model.cif
WWF08691	0.82	0.78	0.78	0.81	structures/output/WWF08691/WWF08691_model.cif
WWF08697	0.82	0.77	0.77	0.841	structures/output/WWF08697/WWF08697_model.cif
WWF08699	0.84	0.76	0.76	0.782	structures/output/WWF08699/WWF08699_model.cif
WWF08702	0.86	0.65	0.65	0.694	structures/output/WWF08702/WWF08702_model.cif
WWF08704	0.88	0.86	0.86	0.908	structures/output/WWF08704/WWF08704_model.cif
WWF08708	0.85	0.74	0.74	0.809	structures/output/WWF08708/WWF08708_model.cif
WWF08710	0.86	0.87	0.87	0.881	structures/output/WWF08710/WWF08710_model.cif
WWF08712	0.76	0.58	0.58	0.638	structures/output/WWF08712/WWF08712_model.cif
WWF08714	0.88	0.85	0.85	0.901	structures/output/WWF08714/WWF08714_model.cif
WWF08715	0.77	0.72	0.72	0.754	structures/output/WWF08715/WWF08715_model.cif
WWF08719	0.81	0.84	0.84	0.904	structures/output/WWF08719/WWF08719_model.cif
WWF08728	0.77	0.77	0.77	0.864	structures/output/WWF08728/WWF08728_model.cif
WWF08730	0.83	0.86	0.86	0.875	structures/output/WWF08730/WWF08730_model.cif
WWF08732	0.86	0.86	0.86	0.921	structures/output/WWF08732/WWF08732_model.cif
WWF08733	0.76	0.79	0.79	0.839	structures/output/WWF08733/WWF08733_model.cif
WWF08735	0.86	0.88	0.88	0.926	structures/output/WWF08735/WWF08735_model.cif
WWF08748	0.85	0.79	0.79	0.856	structures/output/WWF08748/WWF08748_model.cif
WWF08751	0.82	0.84	0.84	0.895	structures/output/WWF08751/WWF08751_model.cif
WWF08757	0.8	0.78	0.78	0.877	structures/output/WWF08757/WWF08757_model.cif
WWF08759	0.84	0.84	0.84	0.881	structures/output/WWF08759/WWF08759_model.cif
WWF08764	0.75	0.62	0.62	0.651	structures/output/WWF08764/WWF08764_model.cif
WWF08766	0.79	0.71	0.71	0.755	structures/output/WWF08766/WWF08766_model.cif
WWF08773	0.78	0.63	0.63	0.686	structures/output/WWF08773/WWF08773_model.cif
WWF08782	0.85	0.86	0.86	0.905	structures/output/WWF08782/WWF08782_model.cif
WWF08784	0.83	0.63	0.63	0.689	structures/output/WWF08784/WWF08784_model.cif
WWF08786	0.83	0.82	0.82	0.896	structures/output/WWF08786/WWF08786_model.cif
WWF08787	0.85	0.83	0.83	0.896	structures/output/WWF08787/WWF08787_model.cif
WWF08808	0.83	0.86	0.86	0.909	structures/output/WWF08808/WWF08808_model.cif
WWF08819	0.79	0.81	0.81	0.864	structures/output/WWF08819/WWF08819_model.cif
WWF08821	0.74	0.7	0.7	0.8	structures/output/WWF08821/WWF08821_model.cif
WWF08823	0.88	0.89	0.89	0.921	structures/output/WWF08823/WWF08823_model.cif
WWF08825	0.83	0.8	0.8	0.872	structures/output/WWF08825/WWF08825_model.cif
WWF08826	0.82	0.78	0.78	0.86	structures/output/WWF08826/WWF08826_model.cif
WWF08830	0.9	0.9	0.9	0.937	structures/output/WWF08830/WWF08830_model.cif
WWF08838	0.83	0.79	0.79	0.828	structures/output/WWF08838/WWF08838_model.cif
WWF08841	0.82	0.76	0.76	0.826	structures/output/WWF08841/WWF08841_model.cif
WWF08842	0.74	0.67	0.67	0.749	structures/output/WWF08842/WWF08842_model.cif
WWF08859	0.88	0.89	0.89	0.931	structures/output/WWF08859/WWF08859_model.cif
WWF08862	0.91	0.93	0.93	0.96	structures/output/WWF08862/WWF08862_model.cif
WWF08863	0.87	0.87	0.87	0.921	structures/output/WWF08863/WWF08863_model.cif
WWF08865	0.86	0.86	0.86	0.912	structures/output/WWF08865/WWF08865_model.cif
WWF08872	0.84	0.8	0.8	0.844	structures/output/WWF08872/WWF08872_model.cif
WWF08873	0.73	0.67	0.67	0.797	structures/output/WWF08873/WWF08873_model.cif
WWF08876	0.79	0.82	0.82	0.887	structures/output/WWF08876/WWF08876_model.cif
WWF08881	0.79	0.81	0.81	0.882	structures/output/WWF08881/WWF08881_model.cif
WWF08882	0.85	0.83	0.83	0.872	structures/output/WWF08882/WWF08882_model.cif
WWF08885	0.87	0.89	0.89	0.9	structures/output/WWF08885/WWF08885_model.cif
WWF08886	0.8	0.81	0.81	0.891	structures/output/WWF08886/WWF08886_model.cif
WWF08890	0.75	0.52	0.52	0.788	structures/output/WWF08890/WWF08890_model.cif
WWF08892	0.84	0.83	0.83	0.906	structures/output/WWF08892/WWF08892_model.cif
WWF08894	0.84	0.85	0.85	0.863	structures/output/WWF08894/WWF08894_model.cif
WWF08895	0.86	0.86	0.86	0.911	structures/output/WWF08895/WWF08895_model.cif
WWF08897	0.86	0.85	0.85	0.91	structures/output/WWF08897/WWF08897_model.cif
WWF08900	0.9	0.88	0.88	0.879	structures/output/WWF08900/WWF08900_model.cif
WWF08901	0.85	0.67	0.67	0.693	structures/output/WWF08901/WWF08901_model.cif
WWF08904	0.9	0.9	0.9	0.948	structures/output/WWF08904/WWF08904_model.cif
WWF08905	0.84	0.85	0.85	0.907	structures/output/WWF08905/WWF08905_model.cif
WWF08906	0.88	0.87	0.87	0.931	structures/output/WWF08906/WWF08906_model.cif
WWF08910	0.96	0.96	0.96	0.961	structures/output/WWF08910/WWF08910_model.cif
WWF08919	0.89	0.85	0.85	0.875	structures/output/WWF08919/WWF08919_model.cif
WWF08920	0.87	0.86	0.86	0.925	structures/output/WWF08920/WWF08920_model.cif
WWF08925	0.83	0.84	0.84	0.887	structures/output/WWF08925/WWF08925_model.cif
WWF08929	0.82	0.82	0.82	0.894	structures/output/WWF08929/WWF08929_model.cif
WWF08930	0.84	0.85	0.85	0.905	structures/output/WWF08930/WWF08930_model.cif
WWF08941	0.84	0.74	0.74	0.804	structures/output/WWF08941/WWF08941_model.cif
WWF08942	0.77	0.65	0.65	0.754	structures/output/WWF08942/WWF08942_model.cif
WWF08945	0.73	0.57	0.57	0.713	structures/output/WWF08945/WWF08945_model.cif
WWF08947	0.9	0.89	0.89	0.933	structures/output/WWF08947/WWF08947_model.cif
WWF08951	0.89	0.86	0.86	0.904	structures/output/WWF08951/WWF08951_model.cif
WWF08960	0.83	0.82	0.82	0.904	structures/output/WWF08960/WWF08960_model.cif
WWF08963	0.82	0.8	0.8	0.902	structures/output/WWF08963/WWF08963_model.cif
WWF08966	0.81	0.6	0.6	0.691	structures/output/WWF08966/WWF08966_model.cif
WWF08968	0.86	0.72	0.72	0.718	structures/output/WWF08968/WWF08968_model.cif
WWF08970	0.79	0.82	0.82	0.882	structures/output/WWF08970/WWF08970_model.cif
WWF08973	0.89	0.89	0.89	0.932	structures/output/WWF08973/WWF08973_model.cif
WWF08974	0.76	0.66	0.66	0.852	structures/output/WWF08974/WWF08974_model.cif
WWF08979	0.85	0.85	0.85	0.912	structures/output/WWF08979/WWF08979_model.cif
WWF08983	0.85	0.84	0.84	0.916	structures/output/WWF08983/WWF08983_model.cif
WWF08985	0.78	0.81	0.81	0.856	structures/output/WWF08985/WWF08985_model.cif
WWF08987	0.72	0.7	0.7	0.781	structures/output/WWF08987/WWF08987_model.cif
WWF08994	0.88	0.91	0.91	0.932	structures/output/WWF08994/WWF08994_model.cif
WWF08997	0.85	0.88	0.88	0.929	structures/output/WWF08997/WWF08997_model.cif
WWF09001	0.8	0.75	0.75	0.799	structures/output/WWF09001/WWF09001_model.cif
WWF09002	0.89	0.82	0.82	0.849	structures/output/WWF09002/WWF09002_model.cif
WWF09004	0.88	0.87	0.87	0.92	structures/output/WWF09004/WWF09004_model.cif
WWF09005	0.75	0.78	0.78	0.837	structures/output/WWF09005/WWF09005_model.cif
WWF09010	0.84	0.84	0.84	0.9	structures/output/WWF09010/WWF09010_model.cif
WWF09011	0.78	0.57	0.57	0.633	structures/output/WWF09011/WWF09011_model.cif
WWF09013	0.87	0.85	0.85	0.928	structures/output/WWF09013/WWF09013_model.cif
WWF09019	0.84	0.83	0.83	0.916	structures/output/WWF09019/WWF09019_model.cif
WWF09020	0.78	0.63	0.63	0.685	structures/output/WWF09020/WWF09020_model.cif
WWF09021	0.79	0.56	0.56	0.665	structures/output/WWF09021/WWF09021_model.cif
WWF09022	0.82	0.8	0.8	0.891	structures/output/WWF09022/WWF09022_model.cif
WWF09023	0.89	0.91	0.91	0.936	structures/output/WWF09023/WWF09023_model.cif
WWF09031	0.72	0.67	0.67	0.833	structures/output/WWF09031/WWF09031_model.cif
WWF09042	0.89	0.87	0.87	0.924	structures/output/WWF09042/WWF09042_model.cif
WWF09043	0.89	0.93	0.93	0.952	structures/output/WWF09043/WWF09043_model.cif
WWF09044	0.83	0.84	0.84	0.918	structures/output/WWF09044/WWF09044_model.cif
WWF09047	0.89	0.9	0.9	0.944	structures/output/WWF09047/WWF09047_model.cif
WWF09051	0.82	0.82	0.82	0.881	structures/output/WWF09051/WWF09051_model.cif
WWF09053	0.9	0.84	0.84	0.896	structures/output/WWF09053/WWF09053_model.cif
WWF09060	0.89	0.84	0.84	0.909	structures/output/WWF09060/WWF09060_model.cif
WWF09063	0.84	0.83	0.83	0.887	structures/output/WWF09063/WWF09063_model.cif
WWF09065	0.75	0.54	0.54	0.604	structures/output/WWF09065/WWF09065_model.cif
WWF09072	0.87	0.86	0.86	0.922	structures/output/WWF09072/WWF09072_model.cif
WWF09076	0.88	0.86	0.86	0.916	structures/output/WWF09076/WWF09076_model.cif
WWF09077	0.87	0.85	0.85	0.89	structures/output/WWF09077/WWF09077_model.cif
WWF09078	0.79	0.77	0.77	0.868	structures/output/WWF09078/WWF09078_model.cif
WWF09080	0.86	0.66	0.66	0.728	structures/output/WWF09080/WWF09080_model.cif
WWF09082	0.85	0.81	0.81	0.86	structures/output/WWF09082/WWF09082_model.cif
WWF09084	0.76	0.61	0.61	0.667	structures/output/WWF09084/WWF09084_model.cif
WWF09085	0.85	0.86	0.86	0.92	structures/output/WWF09085/WWF09085_model.cif
WWF09086	0.83	0.81	0.81	0.898	structures/output/WWF09086/WWF09086_model.cif
WWF09088	0.83	0.8	0.8	0.878	structures/output/WWF09088/WWF09088_model.cif
WWF09093	0.82	0.79	0.79	0.886	structures/output/WWF09093/WWF09093_model.cif
WWF09094	0.76	0.65	0.65	0.735	structures/output/WWF09094/WWF09094_model.cif
WWF09096	0.86	0.8	0.8	0.924	structures/output/WWF09096/WWF09096_model.cif
WWF09103	0.88	0.9	0.9	0.927	structures/output/WWF09103/WWF09103_model.cif
WWF09104	0.78	0.8	0.8	0.881	structures/output/WWF09104/WWF09104_model.cif
WWF09105	0.9	0.89	0.89	0.929	structures/output/WWF09105/WWF09105_model.cif
WWF09115	0.81	0.81	0.81	0.885	structures/output/WWF09115/WWF09115_model.cif
WWF09118	0.82	0.67	0.67	0.742	structures/output/WWF09118/WWF09118_model.cif
WWF09122	0.87	0.88	0.88	0.926	structures/output/WWF09122/WWF09122_model.cif
WWF09125	0.89	0.92	0.92	0.95	structures/output/WWF09125/WWF09125_model.cif
WWF09127	0.83	0.75	0.75	0.776	structures/output/WWF09127/WWF09127_model.cif
WWF09128	0.75	0.54	0.54	0.596	structures/output/WWF09128/WWF09128_model.cif
WWF09131	0.86	0.84	0.84	0.926	structures/output/WWF09131/WWF09131_model.cif
WWF09133	0.82	0.8	0.8	0.843	structures/output/WWF09133/WWF09133_model.cif
WWF09136	0.87	0.87	0.87	0.924	structures/output/WWF09136/WWF09136_model.cif
WWF09137	0.85	0.81	0.81	0.928	structures/output/WWF09137/WWF09137_model.cif
WWF09142	0.79	0.79	0.79	0.878	structures/output/WWF09142/WWF09142_model.cif
WWF09147	0.84	0.83	0.83	0.909	structures/output/WWF09147/WWF09147_model.cif
WWF09154	0.77	0.76	0.76	0.823	structures/output/WWF09154/WWF09154_model.cif
WWF09176	0.77	0.77	0.77	0.848	structures/output/WWF09176/WWF09176_model.cif
WWF09177	0.82	0.77	0.77	0.887	structures/output/WWF09177/WWF09177_model.cif
WWF09182	0.91	0.91	0.91	0.931	structures/output/WWF09182/WWF09182_model.cif
WWF09186	0.83	0.78	0.78	0.841	structures/output/WWF09186/WWF09186_model.cif
WWF09188	0.78	0.8	0.8	0.866	structures/output/WWF09188/WWF09188_model.cif
WWF09190	0.91	0.89	0.89	0.926	structures/output/WWF09190/WWF09190_model.cif
WWF09191	0.81	0.84	0.84	0.856	structures/output/WWF09191/WWF09191_model.cif
WWF09194	0.84	0.83	0.83	0.899	structures/output/WWF09194/WWF09194_model.cif
WWF09197	0.83	0.81	0.81	0.878	structures/output/WWF09197/WWF09197_model.cif
WWF09198	0.91	0.89	0.89	0.947	structures/output/WWF09198/WWF09198_model.cif
WWF09199	0.79	0.78	0.78	0.875	structures/output/WWF09199/WWF09199_model.cif
WWF09204	0.81	0.8	0.8	0.903	structures/output/WWF09204/WWF09204_model.cif
WWF09206	0.88	0.87	0.87	0.887	structures/output/WWF09206/WWF09206_model.cif
WWF09208	0.81	0.86	0.86	0.902	structures/output/WWF09208/WWF09208_model.cif
WWF09209	0.82	0.84	0.84	0.905	structures/output/WWF09209/WWF09209_model.cif
WWF09216	0.75	0.64	0.64	0.727	structures/output/WWF09216/WWF09216_model.cif
WWF09224	0.81	0.82	0.82	0.902	structures/output/WWF09224/WWF09224_model.cif
WWF09225	0.76	0.79	0.79	0.844	structures/output/WWF09225/WWF09225_model.cif
WWF09233	0.91	0.9	0.9	0.917	structures/output/WWF09233/WWF09233_model.cif
WWF09245	0.89	0.87	0.87	0.935	structures/output/WWF09245/WWF09245_model.cif
WWF09253	0.83	0.79	0.79	0.861	structures/output/WWF09253/WWF09253_model.cif
WWF09254	0.92	0.92	0.92	0.944	structures/output/WWF09254/WWF09254_model.cif
WWF09258	0.78	0.75	0.75	0.786	structures/output/WWF09258/WWF09258_model.cif
WWF09260	0.81	0.79	0.79	0.799	structures/output/WWF09260/WWF09260_model.cif
WWF09261	0.85	0.81	0.81	0.843	structures/output/WWF09261/WWF09261_model.cif
WWF09273	0.91	0.93	0.93	0.945	structures/output/WWF09273/WWF09273_model.cif
WWF09281	0.86	0.89	0.89	0.927	structures/output/WWF09281/WWF09281_model.cif
WWF09282	0.89	0.87	0.87	0.942	structures/output/WWF09282/WWF09282_model.cif
WWF09290	0.77	0.72	0.72	0.732	structures/output/WWF09290/WWF09290_model.cif
WWF09303	0.9	0.87	0.87	0.929	structures/output/WWF09303/WWF09303_model.cif
WWF09307	0.89	0.89	0.89	0.92	structures/output/WWF09307/WWF09307_model.cif
WWF09313	0.77	0.73	0.73	0.866	structures/output/WWF09313/WWF09313_model.cif
WWF09325	0.85	0.86	0.86	0.909	structures/output/WWF09325/WWF09325_model.cif
WWF09331	0.91	0.92	0.92	0.961	structures/output/WWF09331/WWF09331_model.cif
WWF09333	0.89	0.89	0.89	0.932	structures/output/WWF09333/WWF09333_model.cif
WWF09336	0.91	0.93	0.93	0.949	structures/output/WWF09336/WWF09336_model.cif
WWF09337	0.85	0.84	0.84	0.917	structures/output/WWF09337/WWF09337_model.cif
WWF09338	0.8	0.82	0.82	0.886	structures/output/WWF09338/WWF09338_model.cif
WWF09340	0.85	0.86	0.86	0.905	structures/output/WWF09340/WWF09340_model.cif
WWF09343	0.86	0.85	0.85	0.914	structures/output/WWF09343/WWF09343_model.cif
WWF09348	0.83	0.81	0.81	0.892	structures/output/WWF09348/WWF09348_model.cif
WWF09351	0.85	0.82	0.82	0.859	structures/output/WWF09351/WWF09351_model.cif
WWF09359	0.89	0.87	0.87	0.924	structures/output/WWF09359/WWF09359_model.cif
WWF09369	0.9	0.88	0.88	0.932	structures/output/WWF09369/WWF09369_model.cif
WWF09373	0.81	0.74	0.74	0.789	structures/output/WWF09373/WWF09373_model.cif
WWF09375	0.83	0.82	0.82	0.902	structures/output/WWF09375/WWF09375_model.cif
WWF09376	0.92	0.91	0.91	0.937	structures/output/WWF09376/WWF09376_model.cif
WWF09381	0.9	0.9	0.9	0.937	structures/output/WWF09381/WWF09381_model.cif
WWF09383	0.84	0.81	0.81	0.879	structures/output/WWF09383/WWF09383_model.cif
WWF09384	0.84	0.79	0.79	0.818	structures/output/WWF09384/WWF09384_model.cif
WWF09393	0.84	0.86	0.86	0.909	structures/output/WWF09393/WWF09393_model.cif
WWF09397	0.85	0.82	0.82	0.91	structures/output/WWF09397/WWF09397_model.cif
WWF09403	0.87	0.87	0.87	0.893	structures/output/WWF09403/WWF09403_model.cif
WWF09405	0.81	0.77	0.77	0.853	structures/output/WWF09405/WWF09405_model.cif
WWF09410	0.76	0.76	0.76	0.804	structures/output/WWF09410/WWF09410_model.cif
WWF09418	0.93	0.92	0.92	0.954	structures/output/WWF09418/WWF09418_model.cif
WWF09419	0.8	0.68	0.68	0.739	structures/output/WWF09419/WWF09419_model.cif
WWF09423	0.81	0.82	0.82	0.837	structures/output/WWF09423/WWF09423_model.cif
WWF09427	0.88	0.9	0.9	0.928	structures/output/WWF09427/WWF09427_model.cif
WWF09430	0.82	0.84	0.84	0.847	structures/output/WWF09430/WWF09430_model.cif
WWF09432	0.88	0.87	0.87	0.917	structures/output/WWF09432/WWF09432_model.cif
WWF09439	0.86	0.83	0.83	0.87	structures/output/WWF09439/WWF09439_model.cif
WWF09442	0.76	0.77	0.77	0.891	structures/output/WWF09442/WWF09442_model.cif
WWF09443	0.88	0.86	0.86	0.915	structures/output/WWF09443/WWF09443_model.cif
WWF09451	0.78	0.81	0.81	0.873	structures/output/WWF09451/WWF09451_model.cif
WWF09452	0.74	0.74	0.74	0.835	structures/output/WWF09452/WWF09452_model.cif
WWF09453	0.85	0.85	0.85	0.901	structures/output/WWF09453/WWF09453_model.cif
WWF09460	0.8	0.84	0.84	0.884	structures/output/WWF09460/WWF09460_model.cif
WWF09465	0.82	0.84	0.84	0.904	structures/output/WWF09465/WWF09465_model.cif
WWF09466	0.88	0.89	0.89	0.923	structures/output/WWF09466/WWF09466_model.cif
WWF09469	0.86	0.88	0.88	0.931	structures/output/WWF09469/WWF09469_model.cif
WWF09479	0.83	0.83	0.83	0.876	structures/output/WWF09479/WWF09479_model.cif
WWF09482	0.87	0.88	0.88	0.896	structures/output/WWF09482/WWF09482_model.cif
WWF09486	0.83	0.82	0.82	0.901	structures/output/WWF09486/WWF09486_model.cif
WWF09488	0.87	0.9	0.9	0.923	structures/output/WWF09488/WWF09488_model.cif
WWF09489	0.83	0.8	0.8	0.877	structures/output/WWF09489/WWF09489_model.cif
WWF09501	0.86	0.88	0.88	0.927	structures/output/WWF09501/WWF09501_model.cif
WWF09504	0.78	0.77	0.77	0.885	structures/output/WWF09504/WWF09504_model.cif
WWF09512	0.92	0.92	0.92	0.953	structures/output/WWF09512/WWF09512_model.cif
WWF09514	0.8	0.7	0.7	0.761	structures/output/WWF09514/WWF09514_model.cif
WWF09518	0.76	0.73	0.73	0.847	structures/output/WWF09518/WWF09518_model.cif
WWF09520	0.93	0.94	0.94	0.939	structures/output/WWF09520/WWF09520_model.cif
